"Stock #","Availability","Shape","Weight","Color","Clarity","Cut Grade","Polish","Symmetry","Fluorescence Intensity","Fluorescence Color","Measurements","Lab","Certificate #","Treatment","Rapnet Price","RapnetDiscount","Depth %","Table %","Girdle Thin","Girdle Thick","Girdle %","Culet Condition","Culet Size","Crown Height","Crown Angle","Pavilion Depth","Pavilion Angle","Laser Inscription","Country","state","city","Is Matched Pair Separable","Pair Stock #","Allow RapLink Feed","Parcel Stones","cert_image","Diamond Image","3D File","Trade Show","KeyToSymbols","Shade","Star Length","Report Issue Date","Report Type","Brand","Time to Location","Milky","Eye Clean","Black Inclusion","White Inclusions","Comment"
"1001199473","NA","EM","1.010","D","IF"," ","VG","GD","NONE"," ","7.14x4.77","GIA","2195817386"," ","5244.04","65.1","62.4","61","THK"," ","3.2","-","none","13.4","43.7","45.4","57.4","GIA 2195817386","INDIA"," "," "," "," ","Y","N","https://d6z2uq3gvx7kk.cloudfront.net/Images/2195817386.jpg","https://kapugems.com/kweb/#/dna/248922?key=7tRvkp%23UUxy1sXx0GZhTQX5GmY4@k5pr"," "," ","-",""," "," "," "," ","1","None"," ","None","None","Minor details of polish are not shown."
